second,avg_latency_ms_etcd_v3_nocompression,throughput_etcd_v3_nocompression,cumulative_throughput_etcd_v3_nocompression,avg_cpu_etcd_v3_nocompression,avg_memory_mb_etcd_v3_nocompression,avg_latency_ms_etcd_v3_snappy,throughput_etcd_v3_snappy,cumulative_throughput_etcd_v3_snappy,avg_cpu_etcd_v3_snappy,avg_memory_mb_etcd_v3_snappy
0,36.732554,8450,8450,2.54,20.75,180.632209,498,498,2.18,27.74
1,37.761492,26411,34861,43.80,105.49,183.349307,5911,6409,4.73,60.47
2,39.976217,24811,59672,79.29,123.54,168.723733,5790,12199,9.20,77.19
3,41.296983,24197,83869,108.61,136.42,167.875917,6028,18227,13.67,83.61
4,42.241408,23514,107383,133.94,148.91,168.502238,5936,24163,17.71,98.15
5,44.588977,22527,129910,153.74,155.48,168.458799,5758,29921,21.48,100.21
6,44.087445,22571,152481,170.53,164.49,169.728880,5975,35896,24.96,105.55
7,44.133671,22252,174733,185.42,176.38,168.078546,5961,41857,28.44,106.25
8,45.500344,22027,196760,197.61,187.35,168.021785,5993,47850,31.65,113.78
9,43.755852,22626,219386,208.58,195.56,167.529730,5942,53792,34.61,114.92
10,43.201275,22912,242298,220.10,208.15,168.252330,5956,59748,37.41,118.91
11,43.168622,23493,265791,229.32,225.74,168.541527,5901,65649,40.07,122.69
12,43.789806,22235,288026,238.26,235.37,167.291640,5979,71628,42.54,123.47
13,44.113100,23078,311104,245.30,239.88,167.543687,5972,77600,45.04,127.58
14,40.888858,24018,335122,253.64,254.56,168.065846,5974,83574,47.21,129.27
15,43.482883,23362,358484,260.43,267.31,167.791661,5911,89485,49.51,133.71
16,40.961445,24272,382756,267.53,281.80,167.808994,5960,95445,51.63,138.86
17,42.326255,23245,406001,273.50,293.08,167.296478,5906,101351,53.66,139.98
18,44.781799,22597,428598,278.62,302.49,168.389523,6061,107412,55.56,145.37
19,43.221496,23000,451598,283.18,312.31,168.526171,5844,113256,57.38,146.21
20,42.098574,23167,474765,288.19,327.37,168.128166,5960,119216,59.14,154.36
21,43.992414,22602,497367,292.45,332.68,168.763261,5907,125123,60.79,156.38
22,43.374358,23024,520391,296.42,354.98,168.241354,5944,131067,62.39,157.37
23,42.245992,24206,544597,300.07,365.46,168.297742,5907,136974,63.94,162.95
24,41.453467,23716,568313,304.53,367.04,167.480950,6008,142982,65.35,163.84
25,44.307989,21717,590030,307.37,378.86,168.601221,5921,148903,66.87,168.11
26,88.098295,10214,600244,304.50,381.96,168.607832,5882,154785,68.22,172.69
27,118.984337,8668,608912,299.80,393.69,169.290857,6005,160790,69.68,178.54
28,120.111417,8769,617681,295.44,396.87,169.113826,5796,166586,71.00,182.81
29,105.911495,8381,626062,291.77,398.95,170.627466,5896,172482,72.19,184.75
30,133.564957,8700,634762,287.73,403.58,169.630312,5961,178443,73.39,188.91
31,109.012747,8594,643356,284.03,405.98,170.578389,5860,184303,74.61,191.44
32,106.710634,9519,652875,281.29,410.47,169.987815,5934,190237,75.71,191.99
33,119.732166,8257,661132,278.01,413.89,170.977052,5693,195930,76.91,196.49
34,106.107333,9819,670951,275.06,421.24,171.354533,5918,201848,78.02,197.54
35,116.215385,8318,679269,271.88,422.74,170.537806,5910,207758,79.03,202.57
36,114.085798,8712,687981,269.30,429.04,169.119196,5798,213556,80.11,204.49
37,109.575231,8652,696633,266.88,433.52,170.662552,6012,219568,81.01,208.71
38,108.775136,10149,706782,264.30,437.63,169.661392,5763,225331,81.96,210.09
39,119.782579,7793,714575,261.45,438.89,169.234976,6014,231345,82.84,214.99
40,109.277155,9578,724153,259.17,446.38,169.946762,5786,237131,83.80,216.37
41,104.358813,8900,733053,256.29,454.66,169.942415,5905,243036,84.59,218.69
42,121.030983,8457,741510,254.00,456.08,169.749104,5830,248866,85.42,222.77
43,111.557318,9021,750531,252.01,460.71,171.350758,5963,254829,86.00,226.64
44,114.685966,9200,759731,249.34,463.64,168.887383,5832,260661,86.82,233.39
45,107.062455,8596,768327,247.43,464.62,170.216427,5860,266521,87.61,236.25
46,113.337510,9119,777446,245.44,471.54,172.659654,5864,272385,88.30,238.00
47,107.469481,9081,786527,243.39,472.47,169.988063,5753,278138,88.97,242.36
48,114.018949,8753,795280,241.58,474.34,169.837498,5998,284136,89.63,246.57
49,111.894149,9141,804421,239.81,485.74,169.643389,5792,289928,90.36,249.04
50,104.051098,9452,813873,238.10,489.15,170.641394,5863,295791,90.89,252.60
51,119.894125,8424,822297,236.53,490.37,168.646675,5938,301729,91.49,254.75
52,112.326499,8917,831214,234.96,494.55,168.907422,6006,307735,92.20,258.69
53,110.459290,8930,840144,233.49,496.08,169.404365,5901,313636,92.79,259.61
54,111.438914,9230,849374,232.04,505.57,169.314324,5947,319583,93.27,262.71
55,111.483112,8826,858200,230.57,510.24,169.567663,5712,325295,93.95,266.70
56,108.224698,9344,867544,229.13,516.09,169.552790,5988,331283,94.41,267.72
57,113.135999,8919,876463,227.61,516.88,169.256350,5971,337254,94.99,275.32
58,110.192264,8906,885369,226.45,519.58,169.638749,5907,343161,95.45,278.42
59,116.347833,8495,893864,225.29,520.63,170.713402,5719,348880,95.99,280.39
60,112.175204,8948,902812,224.08,523.79,170.986140,5932,354812,96.46,280.57
61,105.958928,9047,911859,222.85,534.08,168.685764,5905,360717,97.15,285.79
62,111.815900,8926,920785,221.67,541.71,170.816469,5772,366489,97.53,288.51
63,112.485635,9197,929982,220.65,558.64,170.244720,5950,372439,98.15,289.40
64,109.435647,8887,938869,219.69,565.28,171.529788,5744,378183,98.52,299.75
65,111.068950,9403,948272,218.47,567.72,172.332583,5897,384080,98.87,301.04
66,116.906145,8492,956764,217.61,579.57,172.420682,5893,389973,99.51,302.25
67,109.838440,9378,966142,216.76,581.35,173.106617,5720,395693,99.83,304.83
68,110.872598,8353,974495,215.68,583.19,172.764755,5690,401383,100.28,311.81
69,106.560093,9221,983716,214.64,585.82,170.419203,5887,407270,100.77,315.36
70,112.816389,9395,993111,213.76,588.16,173.058839,5826,413096,101.06,316.65
71,115.429334,6889,,,,170.799117,5726,418822,101.43,318.96
72,,,,,,169.497575,6077,424899,101.79,320.78
73,,,,,,171.325561,5824,430723,102.16,324.88
74,,,,,,172.090484,5789,436512,102.51,327.08
75,,,,,,171.056426,5814,442326,102.77,328.15
76,,,,,,169.521946,5955,448281,103.18,335.28
77,,,,,,169.831256,5720,454001,103.68,337.66
78,,,,,,172.160266,5995,459996,103.96,338.47
79,,,,,,169.648029,5641,465637,104.21,340.46
80,,,,,,170.297526,6061,471698,104.49,347.51
81,,,,,,170.120681,5874,477572,104.89,353.26
82,,,,,,169.999955,5860,483432,105.34,354.99
83,,,,,,171.634807,5691,489123,105.59,361.48
84,,,,,,170.785243,5907,495030,105.83,362.74
85,,,,,,170.570385,5931,500961,106.09,364.67
86,,,,,,173.556391,5763,506724,106.40,366.26
87,,,,,,171.838485,5785,512509,106.68,368.21
88,,,,,,172.547291,5790,518299,106.94,370.29
89,,,,,,173.484846,5808,524107,107.34,374.60
90,,,,,,175.050872,5743,529850,107.67,377.52
91,,,,,,174.224308,5737,535587,107.91,382.30
92,,,,,,174.629247,5661,541248,108.17,383.26
93,,,,,,176.367188,5321,546569,108.44,386.65
94,,,,,,175.532954,6021,552590,108.69,387.66
95,,,,,,173.331476,5754,558344,108.98,395.85
96,,,,,,175.111579,5669,564013,109.31,396.90
97,,,,,,171.743804,5987,570000,109.59,401.49
98,,,,,,170.107822,5822,575822,109.85,406.01
99,,,,,,171.685057,5748,581570,110.08,406.79
100,,,,,,171.789776,5734,587304,110.32,410.59
101,,,,,,172.585337,5926,593230,110.52,411.30
102,,,,,,171.130622,5776,599006,110.73,422.10
103,,,,,,170.473729,5829,604835,110.91,423.16
104,,,,,,172.479797,5959,610794,111.04,423.36
105,,,,,,170.351786,5793,616587,111.27,425.59
106,,,,,,171.935980,5846,622433,111.51,429.68
107,,,,,,172.003140,5737,628170,111.61,435.27
108,,,,,,172.331101,5752,633922,111.82,440.25
109,,,,,,171.580037,5931,639853,112.02,441.08
110,,,,,,172.207852,5535,645388,112.23,441.69
111,,,,,,175.663510,5901,651289,112.36,447.46
112,,,,,,174.114980,5818,657107,112.50,447.66
113,,,,,,169.401840,5693,662800,112.72,451.60
114,,,,,,173.558091,6002,668802,112.80,455.39
115,,,,,,172.153190,5749,674551,113.02,456.59
116,,,,,,169.650412,5778,680329,113.25,461.50
117,,,,,,170.385829,5720,686049,113.36,462.48
118,,,,,,172.812417,6026,692075,113.55,465.76
119,,,,,,171.341147,5790,697865,113.79,468.08
120,,,,,,174.926432,5481,703346,114.02,468.41
121,,,,,,171.692141,6082,709428,114.12,477.50
122,,,,,,170.252831,5433,714861,114.25,481.00
123,,,,,,175.735739,6150,721011,114.46,482.06
124,,,,,,170.742854,5755,726766,114.59,482.66
125,,,,,,170.621630,5828,732594,114.83,493.73
126,,,,,,170.321733,5822,738416,115.06,495.30
127,,,,,,173.336034,5827,744243,115.20,495.72
128,,,,,,172.139301,5699,749942,115.43,499.59
129,,,,,,167.154702,6121,756063,115.44,499.59
130,,,,,,172.644702,5811,761874,115.64,506.49
131,,,,,,176.114298,5686,767560,115.80,507.76
132,,,,,,171.473728,5785,773345,115.89,508.32
133,,,,,,173.856225,5923,779268,116.06,518.26
134,,,,,,171.068019,5757,785025,116.15,518.97
135,,,,,,170.628745,5830,790855,116.30,525.04
136,,,,,,177.615088,5675,796530,116.37,525.35
137,,,,,,174.572217,5640,802170,116.56,529.22
138,,,,,,175.875594,5456,807626,116.62,529.42
139,,,,,,170.446866,6054,813680,116.73,532.07
140,,,,,,173.195942,5695,819375,116.80,532.92
141,,,,,,175.410995,5762,825137,116.96,539.44
142,,,,,,172.732786,5890,831027,117.11,543.95
143,,,,,,168.559194,5842,836869,117.20,544.10
144,,,,,,172.322248,5963,842832,117.33,544.18
145,,,,,,172.488546,5589,848421,117.37,547.59
146,,,,,,176.007879,5637,854058,117.59,550.97
147,,,,,,168.720705,5900,859958,117.60,558.70
148,,,,,,177.229609,5685,865643,117.82,564.75
149,,,,,,183.711785,5533,871176,117.88,566.55
150,,,,,,174.109457,5648,876824,117.99,566.96
151,,,,,,174.533990,5808,882632,118.08,567.50
152,,,,,,175.154481,5568,888200,118.18,567.94
153,,,,,,178.663532,5831,894031,118.30,573.78
154,,,,,,172.950258,5668,899699,118.43,575.78
155,,,,,,179.131664,5501,905200,118.55,583.36
156,,,,,,179.308592,5602,910802,118.68,585.63
157,,,,,,171.404042,5927,916729,118.82,592.03
158,,,,,,179.287343,5496,922225,118.96,593.83
159,,,,,,176.771272,5574,927799,119.06,594.46
160,,,,,,171.402654,6049,933848,119.20,594.79
161,,,,,,171.717233,5892,939740,119.25,596.49
162,,,,,,175.121034,5431,945171,119.31,597.56
163,,,,,,171.063124,5721,950892,119.49,605.85
164,,,,,,179.926281,5874,956766,119.57,614.27
165,,,,,,172.917374,5647,962413,119.53,616.29
166,,,,,,170.129935,5682,968095,119.72,617.88
167,,,,,,178.365702,5721,973816,119.77,618.97
168,,,,,,178.980407,5750,979566,119.78,619.54
169,,,,,,169.698716,5820,985386,119.98,629.53
170,,,,,,176.607358,5496,990882,119.92,630.44
171,,,,,,172.146606,5844,996726,120.08,632.87
172,,,,,,173.962918,3274,,,
